                 line1                  |            name            |       district       |                 name                  
 753 Ilorin Avenue                      | Emeishan                   | Sichuan              | China
 1337 Mit Ghamr Avenue                  | Nakhon Sawan               | Nakhon Sawan         | Thailand
 767 Pyongyang Drive                    | Izumisano                  | Osaka                | Japan
 614 Pak Kret Street                    | Addis Abeba                | Addis Abeba          | Ethiopia
 954 Lapu-Lapu Way                      | Korolev                    | Moskova              | Russian Federation
 331 Bydgoszcz Parkway                  | Gijn                       | Asturia              | Spain
 1152 Citrus Heights Manor              | al-Qadarif                 | al-Qadarif           | Sudan
 168 Cianjur Manor                      | Iwatsuki                   | Saitama              | Japan
 616 Hagonoy Avenue                     | Atinsk                     | Krasnojarsk          | Russian Federation
 1190 0 Place                           | Bag                        | Rio Grande do Sul    | Brazil
 734 Bchar Place                        | Okara                      | Punjab               | Pakistan
 530 Lausanne Lane                      | Dallas                     | Texas                | Murica
 454 Patiala Lane                       | Koriyama                   | Fukushima            | Japan
 1346 Mysore Drive                      | Brest                      | Bretagne             | France
 990 Etawah Loop                        | Valparai                   | Tamil Nadu           | India
 1266 Laredo Parkway                    | Omiya                      | Saitama              | Japan
 88 Nagaon Manor                        | Tandil                     | Buenos Aires         | Argentina
 264 Bhimavaram Manor                   | Charlotte Amalie           | St Thomas            | Virgin Islands, U.S.
 1639 Saarbrcken Drive                  | Rustenburg                 | North West           | South Africa
 692 Amroha Drive                       | Jaffna                     | Northern             | Sri Lanka
 1936 Lapu-Lapu Parkway                 | Deba Habe                  | Bauchi & Gombe       | Nigeria
 432 Garden Grove Street                | Richmond Hill              | Ontario              | Canada
 1445 Carmen Parkway                    | Cianjur                    | West Java            | Indonesia
 791 Salinas Street                     | Hoshiarpur                 | Punjab               | India
 126 Acua Parkway                       | Berhampore (Baharampur)    | West Bengali         | India
 397 Sunnyvale Avenue                   | Allende                    | Guanajuato           | Mexico
 992 Klerksdorp Loop                    | Amersfoort                 | Utrecht              | Netherlands
 966 Arecibo Loop                       | Dadu                       | Sind                 | Pakistan
 289 Santo Andr Manor                   | al-Qatif                   | al-Sharqiya          | Saudi Arabia
 437 Chungho Drive                      | San Felipe de Puerto Plata | Puerto Plata         | Dominican Republic
 1948 Bayugan Parkway                   | Katihar                    | Bihar                | India
 1866 al-Qatif Avenue                   | El Monte                   | California           | Murica
 1661 Abha Drive                        | Pudukkottai                | Tamil Nadu           | India
 1557 Cape Coral Parkway                | Laohekou                   | Hubei                | China
 1727 Matamoros Place                   | Sawhaj                     | Sawhaj               | Egypt
 1269 Botosani Manor                    | Shanwei                    | Guangdong            | China
 355 Vitria de Santo Anto Way           | San Juan Bautista Tuxtepec | Oaxaca               | Mexico
 1596 Acua Parkway                      | Purnea (Purnia)            | Jharkhand            | India
 259 Ipoh Drive                         | Guaruj                     | So Paulo             | Brazil
 1823 Hoshiarpur Lane                   | Syktyvkar                  | Komi                 | Russian Federation
 1404 Taguig Drive                      | Tsuyama                    | Okayama              | Japan
 740 Udaipur Lane                       | Dzerzinsk                  | Nizni Novgorod       | Russian Federation
 287 Cuautla Boulevard                  | Sucre                      | Chuquisaca           | Bolivia
 1766 Almirante Brown Street            | Newcastle                  | KwaZulu-Natal        | South Africa
 596 Huixquilucan Place                 | Naala-Porto                | Nampula              | Mozambique
 1351 Aparecida de Goinia Parkway       | Ozamis                     | Northern Mindanao    | Philippines
 722 Bradford Lane                      | Junan                      | Shandong             | China
 983 Santa F Way                        | Vancouver                  | British Colombia     | Canada
 1245 Ibirit Way                        | La Romana                  | La Romana            | Dominican Republic
 1836 Korla Parkway                     | Kitwe                      | Copperbelt           | Zambia
 231 Kaliningrad Place                  | Bergamo                    | Lombardia            | Italy
 495 Bhimavaram Lane                    | Dhule (Dhulia)             | Maharashtra          | India
 1924 Shimonoseki Drive                 | Batna                      | Batna                | Algeria
 105 Dzerzinsk Manor                    | Tongliao                   | Inner Mongolia       | China
 614 Denizli Parkway                    | So Leopoldo                | Rio Grande do Sul    | Brazil
 1289 Belm Boulevard                    | Tartu                      | Tartumaa             | Estonia
 203 Tambaram Street                    | Escobar                    | Buenos Aires         | Argentina
 1704 Tambaram Manor                    | Uluberia                   | West Bengali         | India
 207 Cuernavaca Loop                    | Nabereznyje Telny          | Tatarstan            | Russian Federation
 319 Springs Loop                       | Erlangen                   | Baijeri              | Germany
 956 Nam Dinh Manor                     | Sirjan                     | Kerman               | Iran
 1947 Paarl Way                         | Surakarta                  | Central Java         | Indonesia
 814 Simferopol Loop                    | El Fuerte                  | Sinaloa              | Mexico
 535 Ahmadnagar Manor                   | Abu Dhabi                  | Abu Dhabi            | United Arab Emirates
 138 Caracas Boulevard                  | Maracabo                   | Zulia                | Venezuela
 251 Florencia Drive                    | Uruapan                    | Michoacn de Ocampo   | Mexico
 659 Gatineau Boulevard                 | El Alto                    | La Paz               | Bolivia
 1889 Valparai Way                      | Ziguinchor                 | Ziguinchor           | Senegal
 1485 Bratislava Place                  | Rockford                   | Illinois             | Murica
 935 Aden Boulevard                     | Tegal                      | Central Java         | Indonesia
 76 Kermanshah Manor                    | Qomsheh                    | Esfahan              | Iran
 734 Tanshui Avenue                     | Florencia                  | Caquet               | Colombia
 118 Jaffna Loop                        | Gingoog                    | Northern Mindanao    | Philippines
 1621 Tongliao Avenue                   | Usolje-Sibirskoje          | Irkutsk              | Russian Federation
 1844 Usak Avenue                       | Halifax                    | Nova Scotia          | Canada
 1872 Toulon Loop                       | Rancagua                   | OHiggins             | Chile
 1088 Ibirit Place                      | Zapopan                    | Jalisco              | Mexico
 1322 Mosul Parkway                     | Dongying                   | Shandong             | China
 1447 Chatsworth Place                  | Cuauhtmoc                  | Chihuahua            | Mexico
 1257 Guadalajara Street                | Bijapur                    | Karnataka            | India
 1469 Plock Lane                        | Ourense (Orense)           | Galicia              | Spain
 434 Ourense (Orense) Manor             | Hodeida                    | Hodeida              | Yemen
 270 Tambaram Parkway                   | Johannesburg               | Gauteng              | South Africa
 1786 Salinas Place                     | Nam Dinh                   | Nam Ha               | Vietnam
 1078 Stara Zagora Drive                | Lhokseumawe                | Aceh                 | Indonesia
 1854 Okara Boulevard                   | Emmen                      | Drenthe              | Netherlands
 421 Yaound Street                      | ostka                      | Sumy                 | Ukraine
 1153 Allende Way                       | Gatineau                   | Qubec                | Canada
 808 Naala-Porto Parkway                | Stockport                  | England              | United Kingdom
 632 Usolje-Sibirskoje Parkway          | Ashqelon                   | Ha Darom             | Israel
 98 Pyongyang Boulevard                 | Akron                      | Ohio                 | Murica
 984 Novoterkassk Loop                  | Gaziantep                  | Gaziantep            | Turkey
 64 Korla Street                        | Mwanza                     | Mwanza               | Tanzania
 1785 So Bernardo do Campo Street       | Coatzacoalcos              | Veracruz             | Mexico
 698 Jelets Boulevard                   | Denizli                    | Denizli              | Turkey
 1297 Alvorada Parkway                  | Yinchuan                   | Ningxia              | China
 1909 Dayton Avenue                     | Shaoguan                   | Guangdong            | China
 1789 Saint-Denis Parkway               | Acua                       | Coahuila de Zaragoza | Mexico
 185 Mannheim Lane                      | Pjatigorsk                 | Stavropol            | Russian Federation
 184 Mandaluyong Street                 | La Paz                     | Baja California Sur  | Mexico
 591 Sungai Petani Drive                | Okayama                    | Okayama              | Japan
 656 Matamoros Drive                    | Sogamoso                   | Boyac                | Colombia
 775 ostka Drive                        | Mit Ghamr                  | al-Daqahliya         | Egypt
 1013 Tabuk Boulevard                   | Kanchrapara                | West Bengali         | India
 319 Plock Parkway                      | Sultanbeyli                | Istanbul             | Turkey
 1954 Kowloon and New Kowloon Way       | Robamba                    | Chimborazo           | Ecuador
 362 Rajkot Lane                        | Baiyin                     | Gansu                | China
 1060 Tandil Lane                       | Rizhao                     | Shandong             | China
 1515 Korla Way                         | York                       | England              | United Kingdom
 1416 San Juan Bautista Tuxtepec Avenue | Salala                     | Zufar                | Oman
 1 Valle de Santiago Avenue             | Brindisi                   | Apulia               | Italy
 519 Brescia Parkway                    | Madiun                     | East Java            | Indonesia
 414 Mandaluyong Street                 | Lublin                     | Lubelskie            | Poland
 1197 Sokoto Boulevard                  | Siliguri (Shiliguri)       | West Bengali         | India
 496 Celaya Drive                       | Ueda                       | Nagano               | Japan
 786 Matsue Way                         | Joliet                     | Illinois             | Murica
 48 Maracabo Place                      | Talavera                   | Central Luzon        | Philippines
 1152 al-Qatif Lane                     | Pontianak                  | Kalimantan Barat     | Indonesia
 1269 Ipoh Avenue                       | Eskisehir                  | Eskisehir            | Turkey
 758 Korolev Parkway                    | Vijayawada                 | Andhra Pradesh       | India
 1747 Rustenburg Place                  | Chapra                     | Bihar                | India
 886 Tonghae Place                      | Kamyin                     | Volgograd            | Russian Federation
 1574 Goinia Boulevard                  | Suihua                     | Heilongjiang         | China
 548 Uruapan Street                     | London                     | Ontario              | United Kingdom
 962 Tama Loop                          | Yangor                     |                      | Nauru
 1778 Gijn Manor                        | Zaoyang                    | Hubei                | China
 568 Dhule (Dhulia) Loop                | Coquimbo                   | Coquimbo             | Chile
 1768 Udine Loop                        | Battambang                 | Battambang           | Cambodia
 608 Birgunj Parkway                    | Chungho                    | Taipei               | Taiwan
 680 A Corua (La Corua) Manor           | Sivas                      | Sivas                | Turkey
 1949 Sanya Street                      | Isesaki                    | Gumma                | Japan
 617 Klerksdorp Place                   | Nha Trang                  | Khanh Hoa            | Vietnam
 1993 0 Loop                            | Yingkou                    | Liaoning             | China
 1176 Southend-on-Sea Manor             | Santa Rosa                 | Southern Tagalog     | Philippines
 600 Purnea (Purnia) Avenue             | Vinh                       | Nghe An              | Vietnam
 1003 Qinhuangdao Street                | Purwakarta                 | West Java            | Indonesia
 1986 Sivas Place                       | Udine                      | Friuli-Venezia Giuli | Italy
 1427 Tabuk Place                       | Cape Coral                 | Florida              | Murica
 556 Asuncin Way                        | Mogiljov                   | Mogiljov             | Belarus
 486 Ondo Parkway                       | Benguela                   | Benguela             | Angola
 635 Brest Manor                        | Bhimavaram                 | Andhra Pradesh       | India
 166 Jinchang Street                    | Ezeiza                     | Buenos Aires         | Argentina
 958 Sagamihara Lane                    | Kuwana                     | Mie                  | Japan
 1817 Livorno Way                       | Cam Ranh                   | Khanh Hoa            | Vietnam
 1332 Gaziantep Lane                    | Binzhou                    | Shandong             | China
 949 Allende Lane                       | Amroha                     | Uttar Pradesh        | India
 195 Ilorin Street                      | NDjamna                    | Chari-Baguirmi       | Chad
 193 Bhusawal Place                     | Tonghae                    | Kang-won             | South Korea
 43 Vilnius Manor                       | Aurora                     | Colorado             | Murica
 183 Haiphong Street                    | Baicheng                   | Jilin                | China
 163 Augusta-Richmond County Loop       | Valencia                   | Carabobo             | Venezuela
 191 Jos Azueta Parkway                 | Ruse                       | Ruse                 | Bulgaria
 379 Lublin Parkway                     | Livorno                    | Toscana              | Italy
 1658 Cuman Loop                        | Pangkal Pinang             | Sumatera Selatan     | Indonesia
 454 Qinhuangdao Drive                  | Beni-Mellal                | Tadla-Azilal         | Morocco
 1715 Okayama Street                    | So Bernardo do Campo       | So Paulo             | Brazil
 182 Nukualofa Drive                    | Konotop                    | Sumy                 | Ukraine
 390 Wroclaw Way                        | Sanya                      | Hainan               | China
 1421 Quilmes Lane                      | Kanazawa                   | Ishikawa             | Japan
 947 Trshavn Place                      | Tarlac                     | Central Luzon        | Philippines
 1764 Jalib al-Shuyukh Parkway          | Santiago de Compostela     | Galicia              | Spain
 346 Cam Ranh Avenue                    | Zhoushan                   | Zhejiang             | China
 1407 Pachuca de Soto Place             | Alvorada                   | Rio Grande do Sul    | Brazil
 904 Clarksville Drive                  | Haining                    | Zhejiang             | China
 1917 Kumbakonam Parkway                | Novi Sad                   | Vojvodina            | Yugoslavia
 1447 Imus Place                        | Rajkot                     | Gujarat              | India
 1497 Fengshan Drive                    | Chatsworth                 | KwaZulu-Natal        | South Africa
 869 Shikarpur Way                      | Southport                  | England              | United Kingdom
 1059 Yuncheng Avenue                   | Vilnius                    | Vilna                | Lithuania
 505 Madiun Boulevard                   | Wroclaw                    | Dolnoslaskie         | Poland
 1741 Hoshiarpur Boulevard              | Bilbays                    | al-Sharqiya          | Egypt
 1229 Varanasi (Benares) Manor          | Avellaneda                 | Buenos Aires         | Argentina
 1894 Boa Vista Way                     | Garland                    | Texas                | Murica
 1342 Sharja Way                        | Sokoto                     | Sokoto & Kebbi & Zam | Nigeria
 1342 Abha Boulevard                    | Bucuresti                  | Bukarest             | Romania
 415 Pune Avenue                        | Xintai                     | Shandong             | China
 1746 Faaa Way                          | Hunuco                     | Huanuco              | Peru
 539 Hami Way                           | Tokat                      | Tokat                | Turkey
 1407 Surakarta Manor                   | Serpuhov                   | Moskova              | Russian Federation
 502 Mandi Bahauddin Parkway            | Barcelona                  | Anzotegui            | Venezuela
 1052 Pathankot Avenue                  | Leshan                     | Sichuan              | China
 1351 Sousse Lane                       | Monclova                   | Coahuila de Zaragoza | Mexico
 1501 Pangkal Pinang Avenue             | Plock                      | Mazowieckie          | Poland
 1405 Hagonoy Avenue                    | Czestochowa                | Slaskie              | Poland
 521 San Juan Bautista Tuxtepec Place   | Zhezqazghan                | Qaraghandy           | Kazakstan
 923 Tangail Boulevard                  | Akishima                   | Tokyo-to             | Japan
 186 Skikda Lane                        | Cuernavaca                 | Morelos              | Mexico
 1568 Celaya Parkway                    | Fengshan                   | Kaohsiung            | Taiwan
 1489 Kakamigahara Lane                 | Tanshui                    | Taipei               | Taiwan
 1819 Alessandria Loop                  | Carmen                     | Campeche             | Mexico
 1208 Tama Loop                         | Mosul                      | Ninawa               | Iraq
 951 Springs Lane                       | Iligan                     | Central Mindanao     | Philippines
 760 Miyakonojo Drive                   | Jos Azueta                 | Guerrero             | Mexico
 966 Asuncin Way                        | Huejutla de Reyes          | Hidalgo              | Mexico
 1584 Ljubertsy Lane                    | Southampton                | England              | United Kingdom
 247 Jining Parkway                     | Banjul                     | Banjul               | Gambia
 773 Dallas Manor                       | Quilmes                    | Buenos Aires         | Argentina
 1923 Stara Zagora Lane                 | Tsaotun                    | Nantou               | Taiwan
 1402 Zanzibar Boulevard                | Celaya                     | Guanajuato           | Mexico
 1464 Kursk Parkway                     | Weifang                    | Shandong             | China
 1074 Sanaa Parkway                     | Loja                       | Loja                 | Ecuador
 1759 Niznekamsk Avenue                 | al-Manama                  | al-Manama            | Bahrain
 32 Liaocheng Way                       | Juiz de Fora               | Minas Gerais         | Brazil
 42 Fontana Avenue                      | Szkesfehrvr                | Fejr                 | Hungary
 1895 Zhezqazghan Drive                 | Garden Grove               | California           | Murica
 1837 Kaduna Parkway                    | Jining                     | Inner Mongolia       | China
 844 Bucuresti Place                    | Jinzhou                    | Liaoning             | China
 1101 Bucuresti Boulevard               | Patras                     | West Greece          | Greece
 1103 Quilmes Boulevard                 | Sullana                    | Piura                | Peru
 1331 Usak Boulevard                    | Lausanne                   | Vaud                 | Switzerland
 1325 Fukuyama Street                   | Tieli                      | Heilongjiang         | China
(602 rows)

